"stanox","tiploc"
"00000","HYTHEK"
"00000","HYTW"
89150,"STNGV31"
87967,"HYWRDSH"
87961,"HYWRDSN"
87962,"HYWRDSS"
87968,"HYWRUS"
"07002","IBMM"
"07203","IBROXJN"
87933,"IFIELD"
"00000","ILFE336"
50424,"ILFE341"
50426,"ILFE507"
50425,"ILFEFLR"
50420,"ILFEL5D"
50419,"ILFELEJ"
50422,"ILFEMUD"
"00000","ILFENBP"
50423,"ILFERDB"
50423,"ILFORD"
"00000","ILFRCMB"
56548,"ILKESJN"
17055,"ILKLEY"
"00000","IMNG213"
21188,"IMNG7FH"
21237,"IMNGA2"
21192,"IMNGABF"
21223,"IMNGB4S"
21218,"IMNGBFL"
21203,"IMNGCIT"
21221,"IMNGCLA"
21187,"IMNGCPL"
21207,"IMNGCT2"
21245,"IMNGDCR"
"00000","IMNGDFL"
21225,"IMNGENG"
21213,"IMNGENR"
21227,"IMNGEXX"
21217,"IMNGFHH"
21191,"IMNGHAF"
21211,"IMNGHAR"
21241,"IMNGHEJ"
21222,"IMNGHFL"
21231,"IMNGHFS"
21240,"IMNGHGB"
21239,"IMNGHIG"
21230,"IMNGHIT"
21228,"IMNGHMQ"
21205,"IMNGHOR"
21208,"IMNGHOT"
21236,"IMNGHQY"
21206,"IMNGHRJ"
21200,"IMNGHRS"
21219,"IMNGHWJ"
21232,"IMNGITF"
21216,"IMNGKAP"
21215,"IMNGKGE"
21197,"IMNGLGB"
21246,"IMNGLL7"
21204,"IMNGLOR"
21224,"IMNGMAF"
21202,"IMNGMAR"
21189,"IMNGNIG"
21194,"IMNGNOG"
21201,"IMNGNOR"
21193,"IMNGREF"
21251,"IMNGRFT"
21199,"IMNGRSG"
21200,"IMNGRSW"
21229,"IMNGSAP"
21261,"IMNGSMA"
21244,"IMNGSS"
21226,"IMNGSTO"
21214,"IMNGSWT"
21233,"IMNGTEX"
21210,"IMNGTMD"
21212,"IMNGTRQ"
21220,"IMNGUSR"
21209,"IMNGWRD"
35121,"INCE"
35391,"INCEMSJ"
35151,"INCEMST"
"00000","INCHNNS"
"01152","INCLEA"
38379,"INEL"
38381,"INELSB"
38381,"INELUKF"
50229,"INGT679"
50228,"INGTSTL"
50227,"INGTSTN"
"03073","INHRALC"
"03071","INHTUE"
"00000","INHTURE"
"04829","INNERWK"
"02029","INSCH"
"02028","INSCHCE"
"07004","INVERKP"
"03067","INVGWRE"
"03020","INVKDRS"
"03021","INVKLOR"
"01035","INVRSHN"
"02032","INVURCE"
"02031","INVURIE"
"02033","INVURYD"
49222,"IPSW295"
49219,"IPSW297"
49210,"IPSW326"
49208,"IPSW328"
49216,"IPSW820"
49207,"IPSW822"
49217,"IPSW830"
49218,"IPSW832"
36080,"LVRPLCH"
49202,"IPSWCHS"
49214,"IPSWCLQ"
49213,"IPSWCLY"
"00000","IPSWCRD"
49193,"IPSWESJ"
49204,"IPSWFDS"
49215,"IPSWFLD"
49221,"IPSWGWF"
49223,"IPSWHJN"
49211,"IPSWICH"
49206,"IPSWLRD"
49203,"IPSWRCP"
49209,"IPSWRFL"
49224,"IPSWSN1"
49200,"IPSWSS"
"00000","IPSWSWD"
49211,"IPSWTFP"
49201,"IPSWUDG"
49205,"IPSWYGB"
33097,"IRLAM"
64825,"IRNBDGE"
64826,"IRNBFHH"
64821,"IRNBFLF"
64824,"IRNBGSB"
56508,"IRNVLJN"
81099,"IRONACT"
"00000","IRTONRD"
"08401","IRVN"
"08302","IRVNB"
"08403","IRVNBCC"
"08405","IRVNCE"
"08415","IRVNCPP"
87142,"ISLEWTH"
74558,"ISLIP"
73810,"IVER"
"01053","IVRGRCE"
"01053","IVRGRD"
"01052","IVRGRDN"
"03328","IVRKCJN"
"03334","IVRKEJN"
"03326","IVRKNJN"
"03333","IVRKSJN"
"03329","IVRKTCE"
"03329","IVRKTGL"
"03331","IVRKTHG"
"03326","IVRKTNC"
"03336","IVRKUPL"
"03329","IVRKYD"
"01099","IVRN387"
"01097","IVRN410"
"01100","IVRNALC"
"01104","IVRNBC"
"01100","IVRNBLC"
"01115","IVRNCE"
"01112","IVRNCSD"
"01100","IVRNESS"
"01119","IVRNFD"
"01105","IVRNFHH"
"01114","IVRNFSD"
"01117","IVRNHBD"
"01100","IVRNMRT"
"01102","IVRNRSL"
"01111","IVRNTC"
"01113","IVRNTMD"
84067,"IVYBDGE"
38184,"JAME504"
38184,"JAME537"
38184,"JAMESDG"
38184,"JAMESST"
13009,"JARRAFL"
13004,"JARRAUT"
13002,"JARRFHH"
13006,"JARRGBF"
13008,"JARRGIN"
13005,"JARRIFT"
13033,"JARROWS"
13001,"JARRPTA"
13003,"JARRTCT"
79252,"JERS470"
79250,"JERSFHH"
79255,"JERSMJN"
79252,"JERSMJS"
79253,"JERSMSS"
79252,"JERSYMY"
"00747","JEUMONT"
"00000","JFRSTNL"
80111,"JHNSTND"
23185,"JNCRMOS"
23103,"JNCROFT"
"07105","JOHNSTN"
"04638","JOPPSTR"
"06352","JORDANH"
63640,"JRDJ"
"04113","KAIMES"
"04113","KAIMGF"
"00000","KARLSRH"
"08727","KAYPRKJ"
"03272","KCLD"
"03273","KCLD838"
"03273","KCLD842"
"03274","KCLD843"
"03271","KCLDYDD"
"03275","KCLDYYD"
65937,"KDRMCHS"
65936,"KDRMDGL"
65935,"KDRMNST"
65941,"KDRMSVR"
22085,"KEADBYC"
31567,"KEARSLY"
12933,"KEBGEJN"
12934,"KEBGNJN"
12932,"KEBGSJN"
17011,"KEIGHLY"
17010,"KEIGHSJ"
17012,"KEIGWVR"
"02013","KEITCHI"
"02015","KEITH"
"02017","KEITHBP"
"02014","KEITHLP"
"02018","KEITHSP"
"02017","KEITHY"
"02016","KEITMAC"
18004,"KELNFHH"
18030,"KELNFLF"
17990,"KELNGBR"
18009,"KELNGLY"
50113,"KELVEDN"
75018,"KEMBLE"
89400,"KEMSING"
11007,"KENDAL"
46282,"KENETRS"
73107,"KENGCRL"
73119,"KENGCSP"
"07227","KENISHD"
69309,"KENLWTH"
46279,"KENNETT"
46283,"KENNFHH"
46284,"KENNTGF"
72241,"KENOLYM"
72413,"KENR"
72272,"KENSLG"
72273,"KENSLGJ"
73107,"KENSLGS"
72412,"KENSLGT"
88314,"KENTHOS"
"00000","KESWCOK"
"00000","KESWICK"
61009,"KETR"
61007,"KETR617"
60020,"KETRGED"
59423,"KETRGLN"
61006,"KETRGNJ"
61008,"KETRHBS"
61010,"KETRSJ"
45006,"KETTON"
45005,"KETTWSD"
87147,"KEWBDGE"
72254,"KEWEJ"
87136,"KEWGRDN"
84203,"KEYH127"
84201,"KEYHAM"
87972,"KEYMERJ"
81507,"KEYNSHM"
"03283","KGHN"
"09165","KGMR481"
"09166","KGMR482"
"09164","KGMRDDS"
"09149","KGMRDRS"
"09153","KGMRJCN"
"09148","KGMRLIP"
"09145","KGMRSRR"
"09167","KGMRUD1"
"09157","KGMRULP"
"09152","KGMRVQ"
"00000","KGMRVWR"
"07235","KGPK"
46135,"KGSDYKE"
87168,"KGST410"
87167,"KGST412"
87161,"KGSTON"
"01146","KGUSCE"
"01147","KGUSSIE"
87709,"KGWD"
59341,"KIBWRTH"
88417,"KIDBROK"
43032,"KIDS587"
43031,"KIDSGRV"
79019,"KIDWELY"
79030,"KIDWJCN"
79025,"KIDWPY"
"00916","KIJFOEK"
"00000","KILARNY"
57130,"KILBLC"
"00000","KILBPLT"
"08664","KILCFHH"
"08663","KILCHCL"
"01015","KILDONN"
80215,"KILGETY"
"03098","KILLCNE"
"08710","KILM72"
"08718","KILMBCY"
"08732","KILMBWJ"
"08708","KILMCE"
"08709","KILMLTC"
"08712","KILMRNK"
"08711","KILMWKR"
"08104","KILW785"
"08108","KILW794"
"08107","KILWJCE"
"08103","KILWNCE"
"08105","KILWNNG"
"08106","KILWUGL"
"01013","KINBRAC"
"01018","KINBTLP"
69411,"KINETON"
74465,"KINGHAM"
69429,"KINSSTN"
"00000","KINSVSQ"
50016,"KIRBYX"
30045,"KIRKCCE"
30044,"KIRKHAM"
30047,"KIRKM51"
30048,"KIRKMNJ"
"02058","KITTSCA"
"02060","KITTYBR"
"02059","KITTYGF"
36050,"KKBY"
"08642","KKERRAN"
23026,"KKSNDAL"
23026,"KKSNJN"
72313,"KLBRNHR"
72312,"KLBRUDG"
59331,"KLBYBDG"
"00000","KLCRGGN"
15512,"KLDL"
71022,"KLGL"
71021,"KLGLLP"
"08704","KLMAURS"
24491,"KLNHUGL"
"06205","KLPTRCK"
46220,"KLYNN"
46222,"KLYNN29"
46223,"KLYNN43"
46221,"KLYNNCS"
46243,"KLYNNDF"
46220,"KLYNNFP"
46223,"KLYNNJN"
46222,"KLYNNTC"
62040,"KMPSTNH"
87154,"KMPTNPK"
"00000","KMSLDN"
89109,"KMSLY"
89341,"KNCKHLT"
"01145","KNCRAIG"
"00000","KNDLVLX"
53228,"KNEBWTH"
"00000","KNGBQUY"
66032,"KNGSBC"
66033,"KNGSBCE"
66034,"KNGSBCF"
66036,"KNGSBCG"
66023,"KNGSBCJ"
66035,"KNGSBFT"
66026,"KNGSBOS"
66027,"KNGSBSF"
66031,"KNGSBYJ"
66029,"KNGSBYY"
66028,"KNGSFHH"
"04118","KNGW"
54311,"KNGX"
54312,"KNGXBAL"
54304,"KNGXBEL"
54315,"KNGXFTJ"
79087,"KNIGHTN"
87810,"KNLY"
"00000","KNLYBUS"
"02024","KNMTSB"
74434,"KNNGGLP"
74438,"KNNGTNJ"
"08831","KNOK15"
66509,"KNOR522"
66517,"KNOR528"
66516,"KNOR57"
66511,"KNORCT"
66512,"KNOROTP"
66510,"KNORTON"
36048,"KNOWDL"
36047,"KNOWFT"
16113,"KNRSBGH"
72247,"KNSGHST"
74805,"KNTB103"
74805,"KNTB57"
74805,"KNTB848"
74805,"KNTBRY"
18029,"KNTN401"
18017,"KNTN402"
18036,"KNTN421"
"00000","KNTN422"
18013,"KNTNELL"
18023,"KNTNFHH"
18015,"KNTNGEJ"
18020,"KNTNGFD"
18021,"KNTNGJK"
18022,"KNTNGLY"
18014,"KNTNGSJ"
18016,"KNTNGWJ"
18018,"KNTNLIP"
18020,"KNTNSDG"
18019,"KNTNWRD"
18018,"KNTNYFD"
63551,"KNTSHTJ"
63551,"KNTSHTN"
72420,"KNTSHTW"
79096,"KNUCKLS"
37221,"KNUTSFD"
83231,"KNYMPTN"
"00034","KOBLENZ"
"00009","KOLNHBF"
"00010","KOLNNIE"
56241,"KRBYSUM"
11223,"KRKBYIF"
"08841","KRKC"
"08842","KRKCCE"
36057,"KRKDALE"
36058,"KRKDLCS"
"07551","KRKH"
"04112","KRKNWTN"
"07988","KRKP862"
"07989","KRKP863"
17138,"KRKSLDL"
17137,"KRKSLUL"
17139,"KRKSXO"
"07298","KRKWOOD"
56243,"KRKYCEN"
56242,"KRKYLEJ"
"07983","KRTLBDG"
26003,"KRTNLMS"
26004,"KRTNLND"
89519,"KSNY"
"09436","KSTP"
"00000","KSTPTC"
65731,"KSWNJN"
11341,"KTBK"
"00000","KTNLJN"
72008,"KTON"
26609,"KVTNBDG"
26593,"KVTNFHH"
26591,"KVTNPK"
"00000","KVTNXOV"
"00000","KYLEAKN"
"01070","KYLEGF"
"01071","KYLELCE"
"01071","KYLELSH"
15642,"LACKCW"
15641,"LACKMAR"
15640,"LACKNBY"
15630,"LACKSLA"
79320,"LADRTMD"
"03218","LADY668"
"03220","LADYBHL"
"03221","LADYBNK"
"03222","LADYCE"
"03217","LADYDGL"
"03219","LADYSTE"
59133,"LAGHJN"
53226,"LAGYRED"
51301,"LAINDON"
"01031","LAIRG"
"01032","LAIRGCE"
"01031","LAIRGLC"
"01033","LAIRGOT"
"01030","LAIRSSH"
18630,"LAISEMR"
18629,"LAISWJN"
86293,"LAKEIOW"
46266,"LAKNHTH"
"06239","LAMBH"
80205,"LAMPHEY"
"07957","LANARK"
"07956","LANARKJ"
"00000","LANBDRN"
11720,"LANCSTR"
11722,"LANCUGL"
40053,"LAND260"
40054,"LAND69"
40049,"LAND70"
"00000","LAND74"
40051,"LANDLHS"
40052,"LANDTC"
40050,"LANDUDJ"
40023,"LANFABR"
40037,"LANFRFC"
73815,"LANGEWS"
73816,"LANGLEY"
73814,"LANGREC"
"00000","LANGSJ"
"00000","LANGTCR"
82306,"LANPORT"
83235,"LAPFORD"
66434,"LAPWRTH"
"00000","LARA318"
84089,"LARAJN"
84094,"LARASFR"
84091,"LARAST"
84090,"LARATMD"
"05011","LARBCE"
"05007","LARBDGL"
"05015","LARBERJ"
"05009","LARBERN"
"05009","LARBERT"
"05009","LARBRTY"
"05011","LARBUGL"
"08221","LARGS"
"07496","LARKHAL"
"00000","LARNEHB"
"00000","LAUNWST"
74822,"LAVNGTN"
"07953","LAWJ"
"07954","LAWJDPL"
"07949","LAWJDS"
"07952","LAWJRRT"
"07951","LAWJUCE"
"07944","LAWJUPL"
81422,"LAWRNCH"
81410,"LAWRNGF"
30023,"LAYTCLX"
30027,"LAYTON"
"09416","LAZKRKO"
64418,"LBDR"
87247,"LBGHJN"
45501,"LBRF"
45501,"LBRFIBS"
45525,"LBRFTMP"
"09337","LBRIGG"
"06014","LCEILOB"
"05997","LCHABUI"
"06006","LCHALRT"
"00000","LCHBSDL"
65316,"LCHC"
65317,"LCHCCS"
65335,"LCHCHAM"
"06009","LCHESDE"
"03249","LCHGLLY"
"01082","LCHLCHR"
"00000","LCHMADY"
"07220","LCHRDGJ"
65308,"LCHT131"
65306,"LCHT259"
65307,"LCHT303"
65312,"LCHTCE"
65321,"LCHTCUR"
66042,"LCHTFIN"
69000,"LCHTHAD"
65309,"LCHTNJ"
65310,"LCHTPDC"
65534,"STNPSTR"
65314,"LCHTTVJ"
87642,"SLHRSTF"
"07099","LCHW171"
"07101","LCHWNCH"
"07981","LCKRBIE"
"07982","LCKRDPL"
"07997","LCKRDS"
"07980","LCKRUPL"
"07998","LCKRUPS"
78518,"LCKWBGF"
78510,"LCKWLOP"
78517,"LCKWSTJ"
77307,"LCKWTHJ"
78510,"LCWLOP"
73111,"LDBRKJ"
67219,"LDBURY"
62047,"LDLNGTN"
"00000","LDRE283"
"00000","LDRY"
"07027","LDYBURN"
88309,"LDYW"
88310,"LDYWJN"
"00000","LEABDGE"
62211,"LEAGRVE"
62209,"LEAGRVJ"
62205,"LEAGSAN"
65610,"LEAHALL"
52038,"LEAJ"
52039,"LEAJ286"
15516,"LEALHLM"
38009,"LEASOWE"
"00000","LECHMSQ"
70325,"LEDB426"
70324,"LEDB428"
70322,"LEDB433"
"00000","LEDB435"
70320,"LEDBRNJ"
70323,"LEDBSH"
17117,"LEED190"
17093,"LEED421"
17096,"LEED613"
17094,"LEED615"
17148,"LEED629"
17095,"LEED631"
"00000","LEED643"
17126,"LEED694"
17133,"LEED774"
17178,"LEED928"
17179,"LEED929"
"00000","LEEDADV"
17173,"LEEDBFD"
17172,"LEEDFHH"
17184,"LEEDFLT"
17175,"LEEDRMC"
17132,"LEEDS"
17126,"LEEDSEJ"
"00000","LEEDSFB"
17131,"LEEDSWJ"
88453,"LEEE"
88388,"LEEELPJ"
88456,"LEEESPR"
43421,"LEEKBRJ"
88512,"LEESPRJ"
35447,"LEGR"
"00000","LEIGBUS"
87739,"LEIGHK"
49114,"LEISTON"
"04615","LEITBCC"
"04612","LEITFPA"
"04613","LEITGTX"
"04602","LEITHFH"
"04601","LEITHS"
"04614","LEITSAI"
"04608","LEITSSS"
85715,"LELANT"
85716,"LELANTS"
89407,"LENHAM"
89556,"LENHAMX"
89560,"LENHLP"
89414,"LENHMLP"
89558,"LENHUS6"
89562,"LENHUS8"
"00737","LENS"
55122,"LENTNNJ"
55219,"LENTNSJ"
"06454","LENZIE"
"00000","LEOMBUS"
76373,"LEOMNST"
76373,"LEOMSB"
"00789","LESAORL"
59237,"LEST325"
59259,"LEST327"
59244,"LEST421"
59245,"LEST426"
59251,"LESTBRG"
59238,"LESTCSD"
59241,"LESTER"
59221,"LESTHR"
59221,"LESTHR5"
59219,"LESTHRJ"
59272,"LESTKJN"
59239,"LESTLIP"
59242,"LESTPBX"
59240,"LESTRNJ"
59243,"LESTRSJ"
59262,"LESTSGF"
"00000","LETEILA"
87676,"LETH195"
87685,"LETHRHD"
52208,"LETNCMD"
"03202","LEUCDS"
"03201","LEUCHMD"
"03203","LEUCHRS"
"03206","LEUCS15"
88221,"LEWES"
88222,"LEWES58"
88220,"LEWESDS"
88219,"LEWESUS"
88414,"LEWI253"
88415,"LEWISHM"
88390,"LEWIVLJ"
30162,"LEYLAND"
30161,"LEYLBLM"
"00000","LEYTLUL"
51551,"LEYTNMR"
"00000","LEYTSTO"
"03064","LFGNLC"
40030,"LFPW"
"07130","LGBK"
88487,"LGFD"
"00000","LGHM"
29145,"LGHO"
"07338","LGLNJN"
56524,"LGML"
65901,"LGRN"
65903,"LGRNAW"
65906,"LGRNYD"
28003,"LGWITH"
48058,"LGWOOD"
51013,"LHONSEA"
"00000","LHRBHC"
"00000","LHRBT1"
"00000","LHRBT2"
"00000","LHRBT3"
"00000","LHRBT4"
87936,"LHVN"
"00000","LHVNBUS"
"00859","LIEGE"
66508,"LIFODEJ"
66506,"LIFODWJ"
66350,"LIFOMOS"
87178,"LILBDGE"
"00740","LILLDEL"
"00741","LILLE"
"00742","LILLEFL"
"00728","LILLEPF"
"00000","LIMERCJ"
"00000","LIMERIC"
52705,"LIMHSE"
44050,"LINCFHH"
44038,"LINCLNC"
"00000","LINDFRD"
56245,"LINDLA"
87231,"LINFST"
87755,"LINGFLD"
73000,"LINKLIN"
"00119","LINZ"
87064,"LIPHOOK"
84135,"LIPSONJ"
84420,"LISK9"
84411,"LISKARD"
84410,"LISKDGF"
"00000","LISMORE"
87065,"LISS"
31037,"LITLBRO"
74435,"LITTLEM"
52741,"LIVST"
52743,"LIVSTBL"
"00000","LIVSTHS"
18487,"LKWD"
78410,"LLANDAF"
78417,"LLANMAI"
78369,"LLBRDCH"
79094,"LLBSTRD"
79111,"LLDARCY"
79049,"LLDEGEN"
79074,"LLDEILO"
79050,"LLDELOJ"
79088,"LLDODGF"
79081,"LLDODW"
79077,"LLDVERY"
79071,"LLDVNLC"
79072,"LLDYBIE"
"00000","LLFAIRC"
79075,"LLGADOG"
79083,"LLGMMRW"
79056,"LLGNNCH"
79095,"LLGUNLO"
78615,"LLHARAN"
"00000","LLHLABY"
76640,"LLHLETH"
78378,"LLISHEN"
79090,"LLNGYFL"
79040,"LLNLLI"
79324,"LLNSMLT"
78915,"LLNWTMR"
"00000","LLSTPHX"
"00000","LLTRNMJ"
78611,"LLTRROC"
78610,"LLTRSNT"
76100,"LLWEAFL"
76104,"LLWESWE"
76105,"LLWESWW"
79076,"LLWRDA"
79082,"LLWRTYW"
78010,"LLWYNYP"
40048,"LLYSFGF"
"09424","LMAR"
62298,"LMBRDSL"
62299,"LMBRYNG"
62302,"LMBRYRD"
62304,"LMBRYSG"
"00000","LMKLSSB"
69302,"LMNG113"
69303,"LMNG126"
69304,"LMNG128"
69301,"LMNGCHS"
69306,"LMNGDDS"
69305,"LMNGFDS"
69400,"LMNGFOS"
69310,"LMNGSD4"
69405,"LMNGSOU"
69300,"LMNGTNS"
"00000","LMPTBLL"
86908,"LMTNPIR"
86907,"LMTNTWN"
64415,"LNAB"
87994,"LNCG"
64426,"LNDC"
87601,"LNDN490"
87601,"LNDNB10"
87601,"LNDNB11"
87601,"LNDNB12"
87601,"LNDNB13"
87601,"LNDNB14"
87601,"LNDNB15"
87601,"LNDNB16"
87601,"LNDNB9"
87599,"LNDNBAL"
87601,"LNDNBDC"
"09318","SHAP148"
87601,"LNDNBDG"
79320,"LNDORE"
79327,"LNDOREJ"
66328,"LNDRBES"
66321,"LNDRSTJ"
64420,"LNDW"
65513,"LNDYW"
"03344","LNGAFHH"
"03343","LNGANPS"
"03347","LNGANSB"
70093,"LNGBAP"
70095,"LNGBCB"
70091,"LNGBKBY"
70085,"LNGBWL"
87105,"LNGCROS"
"00000","LNGDYKJ"
56596,"LNGEATN"
57437,"LNGEDRY"
56597,"LNGETNX"
87232,"LNGHDGJ"
15885,"LNGLNDJ"
67364,"LNGMGBR"
67362,"LNGMSTN"
"04817","LNGNDRY"
"00760","LNGON"
43044,"LNGP"
43041,"LNGPCS"
43049,"LNGPJN"
43047,"LNGPTDS"
43046,"LNGPTFD"
43045,"LNGPTPS"
85730,"LNGROCK"
"00000","LNGS999"
32505,"LNGSDGL"
32514,"LNGSEMD"
32506,"LNGSEPL"
32508,"LNGSEUR"
32504,"LNGSFLW"
32509,"LNGSGHT"
32509,"LNGSSTH"
32512,"LNGSTCS"
32507,"LNGSTHS"
32511,"LNGSTMD"
32501,"LNGSTN"
32503,"LNGSUDL"
32513,"LNGSWL"
"09131","LNGTMOD"
"09132","LNGTSDG"
"00749","LNGU"
44045,"LNGWRTH"
44047,"LNGWST"
53235,"LNGY209"
53232,"LNGY651"
53224,"LNGY938"
53225,"LNGY940"
53227,"LNGYJN"
53234,"LNGYSJN"
15879,"LNLNSB"
"00000","LNLT622"
"05122","LNLT951"
"05120","LNLTHCE"
"05119","LNLTHGW"
"05121","LNLTUPL"
40059,"LNRWST"
"07581","LNSD"
43501,"LNTN"
"01088","LNTRAN"
"06051","LOCHAWE"
56627,"LOCKCEJ"
56622,"LOCKLAX"
59004,"LOGHARC"
55403,"LOGHBGM"
59001,"LOGHBNJ"
59002,"LOGHBRO"
59006,"LOGHBSH"
59003,"LOGHBSJ"
55405,"LOGHEL"
55404,"LOGHHOH"
66519,"LONB"
66520,"LONB23"
66518,"LONBRS"
"00000","LONDEUR"
"00000","LONDNBS"
52737,"LONFLDS"
15666,"LONGBCK"
84421,"LOOE"
30331,"LOSTCKJ"
30330,"LOSTCKP"
"01019","LOTH"
58033,"LOUNJN"
58035,"LOUNOC"
58037,"LOUNSLC"
"00000","LOVR243"
"00000","LOVR246"
87979,"LOVRSWS"
55501,"LOWDHAM"
74328,"DIDCPSG"
13544,"LOWF203"
"00000","LOWF228"
13543,"LOWFECE"
13542,"LOWFELJ"
13540,"LOWFGBR"
13539,"LOWFRMT"
15881,"LOWGATS"
"09414","LOWHXSB"
18461,"LOWMOOR"
13300,"LOWRDEN"
13303,"LOWRWSB"
48114,"LOWSCE"
48101,"LOWSTFR"
48104,"LOWSTFT"
35303,"LOWTONJ"
"09525","LPRESTN"
72357,"LRDDEAC"
87068,"LRDGFD"
84431,"LRGN"
"07260","LRKFCAR"
"07262","LRKFLDJ"
"03002","LRNCDRS"
"03001","LRNCKRK"
"03004","LRNCURS"
75245,"LSOMFD"
"03199","LSTFORT"
37209,"LSTG"
30142,"LSTH"
30139,"LSTHJN"
86115,"LSTOKNJ"
86114,"LSTOKSJ"
"00727","LSTREM"
85100,"LSTW4"
85103,"LSTWCSG"
85097,"LSTWDGL"
85101,"LSTWTHL"
85099,"LSTWUGL"
88313,"LSYDNHM"
53104,"LTCE"
53101,"LTCEADL"
53102,"LTCEMUS"
87205,"LTCHMRJ"
35534,"LTFDFHH"
35534,"LTFDSD"
78376,"LTHH"
"00000","LTLBYLP"
57116,"LTLETNJ"
57117,"LTLETNX"
"00000","LTLH11"
86471,"LTLHCS"
86471,"LTLHMPT"
86471,"LTLHOSH"
86472,"LTLHSHD"
86471,"LTLHUSD"
73521,"LTLKMBL"
46259,"LTLPORT"
38314,"LTLSUTN"
64829,"LTMRJN"
70321,"LTNBZRD"
80035,"LTRSTNJ"
76247,"LTTLMLJ"
86076,"LUDGMOD"
"00000","LUDLCST"
76377,"LUDLOW"
40046,"LUDO"
"07223","LUGTKMA"
"07222","LUGTON"
"00305","LUINO"
"03112","LUNCARY"
"00000","LUTNAIR"
62405,"LUTO581"
"00000","LUTOALM"
62410,"LUTOAPY"
"00000","LUTOBRI"
62402,"LUTOCRD"
62401,"LUTOFHH"
62400,"LUTON"
62403,"LUTONCS"
62399,"LUTONEL"
62398,"LUTONNJ"
62404,"LUTONUS"
85225,"LUXULYN"
32516,"LVHM"
"04025","LVNSTNN"
"04102","LVNSTNS"
36079,"LVRP017"
36096,"LVRPBTL"
36081,"LVRPCRS"
36152,"LVRPCUT"
36104,"LVRPEMR"
36094,"LVRPFHH"
36093,"LVRPFLF"
36107,"LVRPGDE"
"00000","LVRPJLA"
49199,"IPSWCCS"
82106,"WSTG732"
"00000","LVRPLFP"
36151,"LVRPLHS"
"00000","LVRPLSG"
36151,"LVRPLSH"
38182,"LVRPLSL"
"00000","LVRPLSP"
36080,"LVRPSIH"
"00000","LVRPSJS"
36091,"LVRPSPY"
36090,"LVRPSTG"
"09418","LWBY"
23304,"LWELRSJ"
76109,"LWERCOA"
76107,"LWERMSS"
76098,"LWERNRG"
76095,"LWERSTN"
76099,"LWERWJN"
76110,"LWERXSG"
"09333","LWGILL"
66403,"LWLYSDC"
66402,"LWLYSFT"
89437,"LYDCEGB"
89433,"LYDDTWN"
76072,"LYDN182"
76070,"LYDNDUL"
76072,"LYDNEY"
76068,"LYDNJCT"
"00000","LYDNNOR"
65929,"LYEE"
83473,"LYMPSTC"
83474,"LYMPSTN"
86893,"LYNDHRD"
"00000","LYNDPKH"
"00000","LYNECMP"
64412,"LYNGRIL"
12214,"LYNMABJ"
12219,"LYNMACS"
12218,"LYNMFHH"
12224,"LYNMGBF"
12212,"LYNMSGB"
12216,"LYNMTHA"
12215,"LYNMTHC"
12217,"LYNMTHL"
"00775","LYONGUI"
"00776","LYONVEN"
30038,"LYTHAM"
51547,"LYTNSHR"
76511,"MACHENQ"
76512,"MACHENR"
32571,"MACLSFD"
"00774","MACONVL"
64830,"MADE490"
64828,"MADEJN"
42302,"MADELEY"
42301,"MADELYC"
42309,"MADEWH"
"00000","MAERDY"
79825,"MAESTER"
79825,"MAESTGF"
79828,"MAESTGW"
36013,"MAGHULL"
76093,"MAGOR"
32002,"MAIFDLP"
76125,"MAINCE"
76399,"MAINDEJ"
76400,"MAINDNJ"
76398,"MAINDWJ"
87400,"MALDENM"
"00000","MALLOW"
"09439","MALRSTG"
16234,"MALTBTH"
16233,"MALTKKA"
16228,"MALTKNA"
16232,"MALTON"
46215,"MANEA"
"00054","MANHHAN"
"00055","MANHRAN"
38186,"MANIJN"
49303,"MANNGDS"
49302,"MANNGTR"
49304,"MANNTEJ"
49301,"MANNTNJ"
12721,"MANOMET"
12719,"MANORS"
50431,"MANR350"
50431,"MANRPK"
50431,"MANRPKJ"
"00000","BSPSBUS"
59141,"MANTLFF"
59139,"MANTONJ"
89485,"MAR5105"
89487,"MAR5124"
"00000","MARBORO"
46212,"MARCHDS"
46209,"MARCHUS"
46208,"MARCUCE"
89328,"MARDEN"
89484,"MARG20"
89475,"MARGATE"
89475,"MARGCHS"
74016,"MARLOW"
"00799","MARNELV"
32553,"MARPLE"
32551,"MARPLWJ"
81526,"MARSHJS"
15502,"MARTON"
63027,"MARY10"
63021,"MARYLBN"
63023,"MARYSDS"
63025,"MARYUPS"
63026,"MARYUTS"
63024,"MARYWRD"
76462,"MASGLAS"
78130,"MASH"
57007,"MATLCKB"
57004,"MATLOCK"
57005,"MATLPR"
"08813","MAUCHLN"
"08812","MAUCLUS"
"07587","MAXWLPK"
"08639","MAYBOLE"
88435,"MAZEH"
86527,"MBRK"
"00000","MBRK14P"
"00000","MBRK17P"
86535,"MBRK758"
86527,"MBRK850"
"00000","MBRK939"
"00000","MBRK940"
"00000","MBRK942"
86526,"MBRKDE"
86528,"MBRKDX"
86529,"MBRKFLT"
25014,"MBROBPS"
25009,"MBROEWS"
25010,"MBROFHH"
24705,"MBRONJN"
25011,"MBROSSJ"
25012,"MBROSTY"
86138,"MCHL125"
86056,"MCHL229"
86081,"MCHLDVR"
86082,"MCHLELF"
86723,"MCHWFLT"
86721,"MCHWMOD"
